logFC	AveExpr	t	P.Value	adj.P.Val	B
-8.43503461396953	6.56733288870025	-41.2990378557312	5.52189231506488e-39	1.37660775414567e-35	75.5417386260861
-7.63498245737061	6.71644912379771	-14.0750464881868	1.33398279474893e-18	1.66280955365454e-15	32.0603833772035
-7.11282275824902	6.49582853290906	-12.4513183713065	1.3516090098227e-16	1.12318708716266e-13	27.4457231407254
-6.24242482981384	5.64777242689943	-10.7629557625156	2.35126442479243e-14	1.46542555275188e-11	22.4077596227695
-5.11936269245686	5.65585682346933	-9.29289850304995	2.81411934832691e-12	1.4031199070758e-09	17.6413481254084
-6.09907869842365	5.95328499452157	-8.51037026253539	3.97326597773535e-11	1.65089201374904e-08	15.2458743639894
-5.01500915761359	3.92146175335689	-7.88250820379417	3.46506390323342e-10	1.23405775868013e-07	13.1325685585307
5.62110798039209	3.89377726240682	7.15994584890881	4.33177717508981e-09	1.34989006218736e-06	10.6914849789376
-3.88382740500281	2.13878679362938	-6.94704245652303	9.15752288866214e-09	2.53663384015941e-06	9.97881896965357
-4.88042091065575	8.13816810758553	-6.56562048925334	3.50825266120617e-08	8.74607388438697e-06	8.69136249311965
-1.63634943174091	10.1426392769194	-6.50120458366747	4.40167146697124e-08	9.975788151963e-06	8.06915511874349
-5.14186634180093	4.97786416115282	-6.17592840568599	1.38248970506418e-07	2.87212236227084e-05	7.36983234505883
3.16287452125071	1.92943045477383	6.08845548667189	1.87968681560185e-07	3.60466094715031e-05	7.09120924548214
-0.551388668918341	10.9807051353536	-5.71346699111674	6.98234319802181e-07	0.000124335582804774	5.05514963191964
1.73088433100379	11.3777727313525	5.63174387458357	9.28148045237368e-07	0.000154258205118451	4.52733943525038
-4.72440187936003	9.86312614302739	-5.59837246162595	1.0423673353317e-06	0.000162413860436371	5.33804701226105
3.75445209932969	2.33595404262935	5.52921075134833	1.32535729700824e-06	0.000194359749496562	5.23305318697463
-4.90045494842558	7.34944081182826	-5.29529278252757	2.97480217876759e-06	0.000394788916347749	4.46462162732321
-0.745896131773028	11.5896858015386	-5.2919892803764	3.00882046153519e-06	0.000394788916347749	3.38411186352809
-3.97251288455334	3.26261826632893	-5.26577763792466	3.29273074135994e-06	0.000410438886910517	4.36738372271513
-3.2638259899493	4.96635558288613	-5.23850081783571	3.6163059299846e-06	0.000429307175402457	4.23780827286809
-0.69915997460022	9.37062370910513	-5.04648746796084	6.97456545587882e-06	0.00077403490036906	3.22101194775719
-4.96521399857251	4.35587300966064	-5.0395576020457	7.14111620877993e-06	0.00077403490036906	3.58320850849683
-3.85765398667625	9.31598538108546	-5.00451068234417	8.04538042378632e-06	0.000835713891520804	3.30681254216478
4.57265867919671	3.05657971237088	4.93740314910874	1.01028684342788e-05	0.00100745804026628	3.30698913992846
-3.74388493280472	10.5244345822753	-4.91202960970086	1.10090446178136e-05	0.00105559800893112	2.71386391561662
3.22465106661075	2.30198948762543	4.83699559127116	1.41830519668474e-05	0.00130956846493891	2.98964018325633
3.61653606591308	2.5455870398055	4.76113558542379	1.83032924878927e-05	0.00162964672043988	2.75421186772212
-2.76375625938402	9.71702157129039	-4.64198401238064	2.72568368491945e-05	0.00231652291403063	1.90796766642623
3.64083422496776	3.7339411555079	4.63523280133757	2.7876328688696e-05	0.00231652291403063	2.37327382940054
-4.05131613403936	2.32784864708138	-4.60643986894147	3.06769584445121e-05	0.00246702120652157	2.22286708034395
0.699635342870048	9.86749907176956	4.5192832111519	4.09421659324204e-05	0.003160985246665	1.37369966508733
-4.07323902959959	4.4932303995086	-4.5126960705875	4.18421633132551e-05	0.003160985246665	1.92956808138527
2.30089808751277	1.6620162262558	4.46542262674192	4.889375050016e-05	0.00358506235284996	1.80907918810586
4.23890469783995	4.3674017565081	4.45619326816151	5.0400101678123e-05	0.00358992724238744	1.82329369752151
2.88402567079163	2.09220348391252	4.43406815319653	5.41982852944905e-05	0.00375323125664347	1.7125676680217
-0.61381990901491	10.491614067047	-4.40377099151505	5.98561186457653e-05	0.00403300821037549	0.835236564256708
2.35225684654462	1.69910598886237	4.38923800282171	6.27708721935393e-05	0.00411809958890773	1.5796026741281
-4.42865420588154	5.78893779627519	-4.36063913201752	6.89167975071387e-05	0.00438905734548092	1.43683373656346
