logFC	AveExpr	t	P.Value	adj.P.Val	B
5.035276356623	4.94789063718626	8.69553089816588	2.1117749936413e-11	5.26465505914777e-08	15.1600519316647
3.9526356857655	4.96635558288613	7.01919057320684	7.10467673095234e-09	8.85597954513209e-06	9.85897134582359
2.6306348009744	2.38917245126741	5.31718340465309	2.75879726085174e-06	0.00229256052376779	4.48445091288201
3.4157656416763	7.23519929622159	4.93446732872668	1.02038381948957e-05	0.00635954215496874	3.33768248951242
2.20426285762719	2.15080439825856	4.46638166121509	4.8739771061905e-05	0.0206007978303147	1.90463050388376
3.02334819954428	5.20172672376989	4.46117948247905	4.95807408671833e-05	0.0206007978303147	1.86806276153721
2.38930309229642	2.30773845600323	4.37133438594512	6.65525656791697e-05	0.0231188590477475	1.62510866359581
0.523553780360536	11.5896858015386	4.33802741641038	7.41880755643723e-05	0.0231188590477475	0.696764674302662
4.0973344255784	3.8801520980118	4.24868995050506	9.91334672261363e-05	0.0274599704216398	1.26748509780524
2.88696136031798	3.41133458156367	4.1812317901781	0.000123208796546901	0.0307159529791425	1.06229111263327
2.56770289261739	3.26192649068092	4.13841461470186	0.000141344516845454	0.0320338073177925	0.944202065144661
2.62502790113835	2.37196192565212	4.10504241128719	0.0001572527683461	0.0326692626239023	0.853770410356694
3.03759263461525	3.21850400245186	4.05906536058413	0.000182043042535418	0.0349102542339074	0.720939584720909
0.62279280334106	9.46411483983503	4.02891564094463	0.000200313952246289	0.0356701916392857	0.317649022587456
1.91518835272817	2.09936926369449	3.98754415219598	0.000228300572635973	0.0379435551720987	0.520868648038721
2.89599905832618	4.6149041653614	3.94228406635587	0.000263250182351065	0.0410176690375754	0.393155017657913
2.42360004777419	5.61093225719643	3.91760779437135	0.000284429127993544	0.0417106950639944	0.325839438717731
2.49185883374271	3.04576641596962	3.86452049686909	0.00033571630975371	0.0453749766767548	0.179790734553422
3.13035913659599	4.24446903859062	3.84856130725666	0.000352805828645845	0.0453749766767548	0.135249438168095
2.51680547732211	2.70636155474808	3.83848998882941	0.000364019066801081	0.0453749766767548	0.108769757743297
0.304978478987645	10.9807051353536	3.77936788976693	0.000437103027550087	0.0518903736991603	-0.810893884694699
2.83036824045802	5.33438516742497	3.69993076231016	0.000557822180352445	0.0603804156205386	-0.265193220466904
3.7424365884802	4.84533519039254	3.68408837318636	0.000585461762375679	0.0603804156205386	-0.316057358042046
2.91512279257649	4.12326193927311	3.67777592596509	0.00059683720794779	0.0603804156205386	-0.325896376109707
2.51164363386924	5.33991323520227	3.66145928551388	0.000627232253568505	0.0603804156205386	-0.368332593454669
0.460751660155184	10.9067503268167	3.64283723618359	0.000663736766262177	0.0603804156205386	-1.18298956745913
-1.30100147600369	1.5348217875914	-3.61779527608886	0.000716049482381398	0.0603804156205386	-0.574900739250269
3.07562994078861	5.20111236587945	3.58784153941334	0.000783818515596419	0.0603804156205386	-0.562404678762483
0.411595047598959	9.37062370910513	3.5855772575336	0.000789183705414835	0.0603804156205386	-0.961438221011281
2.03291270624624	6.01943401739903	3.56625885585683	0.000836409784248064	0.0603804156205386	-0.631504773883681
2.41310444750897	5.88252578533174	3.55647032403198	0.000861359378827867	0.0603804156205386	-0.653556473191273
2.1660464597094	2.44788538967608	3.53553329129663	0.000917135401330984	0.0603804156205386	-0.708918690803853
2.51820152838718	5.52201443834038	3.53487584993139	0.000918941536365402	0.0603804156205386	-0.701521563243124
-1.19281018024648	13.1258653585954	-3.52064255907829	0.000958887053392449	0.0603804156205386	-2.62966309171741
2.57811999586373	3.08688368258346	3.51922710824028	0.000962948952837556	0.0603804156205386	-0.743856259786442
2.08478624939417	2.57307829473739	3.47988562993327	0.0010826506863628	0.0603804156205386	-0.850627526410345
2.28521972949055	4.94611367160829	3.47547781960843	0.00109691395984441	0.0603804156205386	-0.851688903172949
1.78613142452213	6.45104037324523	3.44053692865707	0.00121649217556156	0.0603804156205386	-0.970640657364729
1.79496076750888	6.36478498204456	3.4242973987415	0.00127620425967425	0.0603804156205386	-1.00786391641343
-0.645066849603105	1.10191287081813	-3.41459032044966	0.0013132185287293	0.0603804156205386	-1.35061760118507
0.397164719459999	10.491614067047	3.4090329764539	0.00133486695267815	0.0603804156205386	-1.72532073517718
0.479185037334505	8.6731510926052	3.40384139869599	0.00135539699625651	0.0603804156205386	-1.33252919101808
0.703157146915186	10.1422155649283	3.37501721860139	0.00147495618795362	0.0603804156205386	-1.7269757942153
2.34666729782662	3.45686453142778	3.34312736709201	0.00161889087337089	0.0603804156205386	-1.19054069937247
-0.500331882313286	0.979846933571433	-3.34019560592331	0.00163277270626903	0.0603804156205386	-1.61047269684667
0.548437277278817	8.58529088580183	3.33668414355398	0.00164954812149535	0.0603804156205386	-1.49819192181187
0.424288264076929	10.2267823488554	3.33602618609174	0.00165270954271759	0.0603804156205386	-1.85278238396337
-0.65027824464284	1.13039957688368	-3.33395863645386	0.001662681380898	0.0603804156205386	-1.55845638906426
1.56296125187514	1.85620149121737	3.33309213076587	0.00166687751211849	0.0603804156205386	-1.25149851251925
-0.503745600587228	0.982581194681397	-3.31543226500047	0.00175461786468188	0.0603804156205386	-1.67545996800682
-0.503807589962696	0.973495796456258	-3.31411951290128	0.00176131203501494	0.0603804156205386	-1.6853239702798
2.40131752562395	3.40160851647432	3.30995697821889	0.00178269870805616	0.0603804156205386	-1.27609858144066
-0.504807599090397	0.983440000154866	-3.30776721464671	0.00179404808152559	0.0603804156205386	-1.69551415904644
-0.485938933314892	9.8631359380844	-3.30686004676436	0.00179876989868586	0.0603804156205386	-1.8482065740675
-0.505266289782591	0.974651944635252	-3.30378579202756	0.0018148591783715	0.0603804156205386	-1.7123064024828
1.95163429038766	2.07432783460961	3.29873755541943	0.00184157565659091	0.0603804156205386	-1.33919746471291
-0.507440655905949	0.973495796456258	-3.29114463412852	0.00188246204221789	0.0603804156205386	-1.7470707586444
-0.50794592456365	0.976838810460284	-3.28412810781454	0.00192100790060067	0.0603804156205386	-1.76349287588698
-0.508709109389353	0.986649034085541	-3.27967318250205	0.00194586810664924	0.0603804156205386	-1.76881543694372
2.30895331258363	3.39380733089441	3.2698481889516	0.00200177636302739	0.0603804156205386	-1.37096924787048
0.285149686448425	10.9548730293106	3.26912367629562	0.00200595877974812	0.0603804156205386	-2.24401199150936
-0.510504655378787	0.988133589984913	-3.26699716665004	0.00201828236497782	0.0603804156205386	-1.80174685841
-0.510433392219882	0.978877296364412	-3.26629009724719	0.00202239583521682	0.0603804156205386	-1.80974716685136
-0.511649670532093	0.976838810460284	-3.26148680520199	0.00205055036000464	0.0603804156205386	-1.82399290839095
2.6061817850163	4.40855554299701	3.25860646065806	0.00206761097715945	0.0603804156205386	-1.39316459562607
-0.512936811687044	0.97787533202689	-3.2524601954479	0.00210446610049829	0.0603804156205386	-1.84730728621342
-0.512936811687044	0.97787533202689	-3.2524601954479	0.00210446610049829	0.0603804156205386	-1.84730728621342
-0.512936811687044	0.97787533202689	-3.2524601954479	0.00210446610049829	0.0603804156205386	-1.84730728621342
-0.512753486140233	0.980786264603278	-3.24999765933601	0.0021194059647028	0.0603804156205386	-1.85183086830197
2.76099088828262	3.77255401432193	3.24492641430864	0.00215048907170033	0.0603804156205386	-1.44381194859794
0.331529972575284	9.12840420751586	3.24423248481919	0.00215477574196001	0.0603804156205386	-1.8462190100987
-0.514178339182029	0.978877296364412	-3.2438474618468	0.00215715766136457	0.0603804156205386	-1.86950784968544
-0.514178339182029	0.978877296364412	-3.2438474618468	0.00215715766136457	0.0603804156205386	-1.86950784968544
-0.514178339182029	0.978877296364412	-3.2438474618468	0.00215715766136457	0.0603804156205386	-1.86950784968544
-0.51385726711654	0.981697126633055	-3.24236085274538	0.00216637785585109	0.0603804156205386	-1.87150293946325
-0.516536257738839	0.980786264603278	-3.22773936305553	0.00225906984067682	0.0603804156205386	-1.9109105291798
-0.516536257738839	0.980786264603278	-3.22773936305553	0.00225906984067682	0.0603804156205386	-1.9109105291798
-0.516536257738839	0.980786264603278	-3.22773936305553	0.00225906984067682	0.0603804156205386	-1.9109105291798
-0.516536257738839	0.980786264603278	-3.22773936305553	0.00225906984067682	0.0603804156205386	-1.9109105291798
-0.516536257738839	0.980786264603278	-3.22773936305553	0.00225906984067682	0.0603804156205386	-1.9109105291798
2.26080468818333	3.3443543298301	3.22366223299571	0.00228557728964013	0.0603804156205386	-1.48465376296423
3.23567606413383	5.31054510467409	3.22274097995417	0.00229160738115258	0.0603804156205386	-1.51030123508083
-0.517657829450428	0.981697126633055	-3.22018987698375	0.00230838424199372	0.0603804156205386	-1.93026161657566
1.66710893062881	2.32467158420721	3.21554158328971	0.00233925159479832	0.0603804156205386	-1.53784176785312
-0.518166286850849	0.985087324550516	-3.213722544431	0.00235143686076832	0.0603804156205386	-1.94509370909007
-0.518744212164761	0.982581194681397	-3.21294519623009	0.00235666237376291	0.0603804156205386	-1.94879919933082
-0.519177360652105	0.985878321429662	-3.20709063306957	0.00239637185786858	0.0603804156205386	-1.96208871078102
-0.519788089536882	0.983440000154866	-3.20593454594874	0.00240428752510353	0.0603804156205386	-1.96671655192889
-0.669937263176894	1.13980350345036	-3.20523506113162	0.00240908883987276	0.0603804156205386	-1.89699990331491
-0.699787044057253	1.09617048659702	-3.19285904458714	0.0024955500358008	0.0603804156205386	-1.89916615717738
